NEW OFFICE,EST_ID,NEW TASK ID,NEW ENF TASK,EST_NAME
Patancheru,APHYD2733937000,40203,80102,WRIGHT WAAY INFRASTRUCTURE PRIVATE LIMITED
Patancheru,APHYD2745995000,40203,80102,NATURAW STONES PRIVATE LIMITED
Patancheru,APHYD2752944000,40203,80102,MUNNA SAH
Patancheru,APHYD2761301000,40203,80102,COAL SPARK
Patancheru,APHYD2770405000,40203,80102,VAASVIK HOSPITALITY PRIVATE LIMITED
Patancheru,APHYD2781329000,40203,80102,GK IIBDG PRIVATE LIMITED
Patancheru,APHYD2793875000,40203,80102,ANTARVEDI FOUNDATION
Patancheru,APHYD2803729000,40203,80102,AURA GREEN LANDSCAPE PRIVATE LIMITED
Patancheru,APHYD2813227000,40203,80102,RACHAEL PHARMACEUTICALS PRIVATE LIMITED
Patancheru,APHYD2820033000,40203,80102,LIVELLO INDIA PRIVATE LIMITED
Patancheru,APHYD2835447000,40203,80102,INFINITUM TECH SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD2844370000,40203,80102,FULLSTRIDE CONSULTANCY PRIVATE LIMITED
Patancheru,APHYD2850255000,40203,80102,VKDP LIFE SCIENCES SERVICES PRIVATE LIMITED
Patancheru,APHYD2862783000,40203,80102,KONTENT TRIBE PRIVATE LIMITED
Patancheru,APHYD2880612000,40203,80102,SUAK ENTERPRISES (PERISHABLE) INDIA PRIVATE LIMITED
Patancheru,APHYD2896287000,40203,80102,NUTRITIL PRIVATE LIMITED
Patancheru,APHYD2904734000,40203,80102,SHRAVI TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD2913149000,40203,80102,GAMAN PAIN CARE PRIVATE LIMITED
Patancheru,APHYD2925294000,40203,80102,UNICORN FACILITIES MANAGEMENT SERVICES
Patancheru,APHYD2936039000,40203,80102,MYTHX GAMES PRIVATE LIMITED
Patancheru,APHYD2947328000,40203,80102,ADHWAITA MEDIA & BROADCASTING PRIVATE LIMITED
Patancheru,APHYD2965323000,40203,80102,ANC FOOD PLAZA
Patancheru,APHYD2979204000,40203,80102,SYMISO PRIVATE LIMITED
Patancheru,APHYD2989807000,40203,80102,CARENS TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD2995447000,40203,80102,AYUR DIGITAL PRIVATE LIMITED
Patancheru,APHYD2997475000,40203,80102,PRAKRUTI CONSUMER RETAIL PRIVATE LIMITED
Patancheru,APHYD3000953000,40203,80102,BHAGYAA RAJ SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3016661000,40203,80102,ANVS HOLDINGS PRIVATE LIMITED
Patancheru,APHYD3022011000,40203,80102,EVADAY TECHMERCIAL PRIVATE LIMITED
Patancheru,APHYD3037593000,40203,80102,CODINOVERSE PRIVATE LIMITED
Patancheru,APHYD3042119000,40203,80102,COZY FARMS PRIVATE LIMITED
Patancheru,APHYD3046085000,40203,80102,AVYAK INFOTECH PRIVATE LIMITED
Patancheru,APHYD3049444000,40203,80102,ALTECH SOFT INTL PRIVATE LIMITED
Patancheru,APHYD3062112000,40203,80102,HITHA NET INDIA PRIVATE LIMITED
Patancheru,APHYD3077639000,40203,80102,TINANCE PRIVATE LIMITED
Patancheru,APHYD3084844000,40203,80102,RAAGAM FOUNDATION
Patancheru,APHYD3093689000,40203,80102,NXTAS MOBILITY PRIVATE LIMITED
Patancheru,APHYD3099788000,40203,80102,L4LINKS SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3105987000,40203,80102,PPTINSIGHTS TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3113394000,40203,80102,RXKART MEDICAL PRIVATE LIMITED
Patancheru,APHYD3120519000,40203,80102,PARTHS SVADISTA FOODS PRIVATE LIMITED
Patancheru,APHYD3126745000,40203,80102,UIFOM SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3134191000,40203,80102,AF & NS FOODS PRIVATE LIMITED
Patancheru,APHYD3135813000,40203,80102,RIR TRAVEL AND HOLIDAYS PRIVATE LIMITED
Patancheru,APHYD3144716000,40203,80102,STREAMLINERS MANAGEMENT CONSULTING INDIA PRIVATE LIMITED
Patancheru,APHYD3150439000,40203,80102,KALASA COFFEE AND SPICES PRIVATE LIMITED
Patancheru,APHYD3156930000,40203,80102,ABHISTA PROJECTS AND INTERIORS PRIVATE LIMITED
Patancheru,APHYD3163779000,40203,80102,PRECICODE TECHNOLOGIES (OPC) PRIVATE LIMITED
Patancheru,APHYD3171161000,40203,80102,OM NAMAMI DHANWANTARIM ADI DEVAM
Patancheru,APHYD3175964000,40203,80102,MD MOSTAFA ALI CIVIL CONTRACTOR AND LABOUR SUPPLIER
Patancheru,APHYD3188111000,40203,80102,VIRTUZEN EDUTECH PRIVATE LIMITED
Patancheru,APHYD3193449000,40203,80102,BRAINWAVE LABS PRIVATE LIMITED
Patancheru,APHYD3200732000,40203,80102,AV FOCUS SOFTWARE SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3211404000,40203,80102,ROFYT TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3220401000,40203,80102,HARISH SOFTWARE SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3226734000,40203,80102,YAYITRA PRIVATE LIMITED
Patancheru,APHYD3231918000,40203,80102,MUPPARAJU TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3239358000,40203,80102,BESPOKE SILAYI EMPORIUM PRIVATE LIMITED
Patancheru,APHYD3243800000,40203,80102,SUPER IPAAS INTEGRATION INDIA PRIVATE LIMITED
Patancheru,APHYD3248650000,40203,80102,RITHANIYA REALTY TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3253252000,40203,80102,RUMSON REALTY PRIVATE LIMITED
Patancheru,APHYD3261091000,40203,80102,CYBAXIS TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3267944000,40203,80102,GANG SYSTEM SENSE PRIVATE LIMITED
Patancheru,APHYD3271540000,40203,80102,FUTURE ASCENT GENERAL TRADING PRIVATE LIMITED
Patancheru,APHYD3279376000,40203,80102,TECHZAI INNOVATIONS PRIVATE LIMITED
Patancheru,APHYD3284661000,40203,80102,BLUE GLASS INTERNATIONAL PRIVATE LIMITED
Patancheru,APHYD3291763000,40203,80102,JB SVR CHIT FUND PRIVATE LIMITED
Patancheru,APHYD3300900000,40203,80102,ANUKRAMANI ENTERPRISES PRIVATE LIMITED
Patancheru,APHYD3310751000,40203,80102,PSFS PROJECT 1 PRIVATE LIMITED
Patancheru,APHYD3313493000,40203,80102,LE CHATELARD AARYAN PRIVATE LIMITED
Patancheru,APHYD3319330000,40203,80102,AS PROFESSIONAL SERVICES
Patancheru,APHYD3322636000,40203,80102,RAPIDPULSE SOFTWARE CONSULTANCY PRIVATE LIMITED
Patancheru,APHYD3326913000,40203,80102,URSUS HOLDINGS PRIVATE LIMITED
Patancheru,APHYD3332177000,40203,80102,DESTINY INTERACTIVE PRIVATE LIMITED
Patancheru,APHYD3338772000,40203,80102,SSV EXTRACTIONS PRIVATE LIMITED
Patancheru,APHYD3343113000,40203,80102,DHANVI GLOBAL CONNECT PRIVATE LIMITED
Patancheru,APHYD3352179000,40203,80102,CSJ TECHNOLOGIES
Patancheru,APHYD3358618000,40203,80102,HS SOLUTIONS INDA PRIVATE LIMITED
Patancheru,APHYD3364732000,40203,80102,KASAM THERAPEUTICS PRIVATE LIMITED
Patancheru,APHYD3368843000,40203,80102,KYROSGXP TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3377669000,40203,80102,TIGERLILY TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3382280000,40203,80102,ARYAHI BROADCASTING CORPORATION PRIVATE LIMITED
Patancheru,APHYD3387153000,40203,80102,APEXNEURAL PRIVATE LIMITED
Patancheru,APHYD3391044000,40203,80102,VETARASOFT TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3403071000,40203,80102,CONCERN PROPERTY MANAGEMENT SERVICES PRIVATE LIMITED
Patancheru,APHYD3407104000,40203,80102,RELOIND TRANSPORT PRIVATE LIMITED
Patancheru,APHYD3411257000,40203,80102,WAY2TECH PRIVATE LIMITED
Patancheru,APHYD0024177000,40204,80102,"HITACHI DIGITAL SERVICES INDIA PRIVATE LIMITED,"
Patancheru,APHYD1387004000,40204,80102,VOILA F9 GOURMET LLP
Patancheru,APHYD0052346000,40204,80102,CORPONE GLOBAL SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD2005395000,40204,80102,COPART INDIA PRIVATE LIMITED
Patancheru,APHYD0061686000,40204,80102,ROCKWELL COLLINS INDIA ENTERPRISES PRIVATE LIMITED
Patancheru,APHYD1325669000,40204,80102,EXIMIUS DESIGN INDIA PRIVATE LIMITED
Patancheru,APHYD1385248000,40204,80102,EPIQSYSTEMS INDIA PRIVATE LIMITED
Patancheru,APHYD1455722000,40204,80102,NISUM CONSULTING PRIVATE LIMITED
Patancheru,APHYD2011829000,40204,80102,RITE SOFTWARE SOLUTIONS AND SERVICES LLP
Patancheru,APHYD1728203000,40204,80102,S&P GLOBAL TECHNOLOGY RESOURCES (INDIA) LLP
Patancheru,APHYD0042269000,40204,80102,INDIAN SCHOOL OF BUSINESS
Patancheru,APHYD0059516000,40204,80102,"INDUS PALMS HOTEL - RESORTS LTD.,"
Patancheru,APHYD1990429000,40204,80102,CIVET PROJECTS PRIVATE LIMITED
Patancheru,APHYD0052075000,40204,80102,SOCTRONICS TECHNOLOGIES PRIVATE LTD
Patancheru,APHYD1341939000,40204,80102,UNIFY TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1742090000,40204,80102,ASHOKA BUILDERS INDIA PRIVATE LIMITED
Patancheru,APHYD2544068000,40204,80102,PROSPER SAINI ENTERPRISE LLP
Patancheru,APHYD2252851000,40204,80102,MORDOR INTELLIGENCE PRIVATE LIMITED
Patancheru,APHYD0064821000,40204,80102,"GURUAPPA HOTELS (P) LTD.,"
Patancheru,APHYD0081524000,40204,80102,RYTHMOS INDIA PVT LTD
Patancheru,APHYD1596589000,40204,80102,VIDYALOK EDUCATIONAL TRUST
Patancheru,APHYD2183465000,40204,80102,DUET INDIA HOTELS (BANGALORE) PRIVATE LIMITED
Patancheru,APHYD2342639000,40204,80102,TREFOIL PACKAGING PRIVATE LIMITED
Patancheru,APHYD2696887000,40204,80102,SKANDHANSHI INTERIUS PRIVATE LIMITED
Patancheru,APHYD1830530000,40204,80102,ESN REDDY CIVIL CONTRACTOR
Patancheru,APHYD1507774000,40204,80102,TURVO INDIA PRIVATE LIMITED
Patancheru,APHYD1590621000,40204,80102,INSOFE EDUCATION PRIVATE LIMITED
Patancheru,APHYD1684629000,40204,80102,GLOBAL SECURITY AND FACILITY SERVICE
Patancheru,APHYD1681791000,40204,80102,LIO DISCOVERY SERVICES (INDIA) PRIVATE LIMITED
Patancheru,APHYD1496718000,40204,80102,SARK PROJECTS (INDIA) PRIVATE LIMITED
Patancheru,APHYD1614604000,40204,80102,TRAVANCORE HOLISTIC RESEARCH PRIVATE LIMITED
Patancheru,APHYD1048315000,40204,80102,CLOUDGEN SYSTEMS PRIVATE LIMITED
Patancheru,APHYD0081398000,40204,80102,SREYES EDUCATIONAL TRUST(SAMASHTI INTERNATIONAL SCHOOL)
Patancheru,APHYD0005954000,40204,80102,COMPUTER MAINTENANCE CORPORATION LTD
Patancheru,APHYD0064682000,40204,80102,ADROITENT ITES PVT LTD
Patancheru,APHYD3129826000,40204,80102,LATINEM PRIVATE LIMITED
Patancheru,APHYD0081095000,40204,80102,BLAIZE NEW COMPUTING TECHNOLOGIES INDIA PRIVATE LIMITED
Patancheru,APHYD2084199000,40204,80102,CHIMPSATWORK STUDIOS (OPC) PRIVATE LIMITED
Patancheru,APHYD1528069000,40204,80102,PAYS SERVICES INDIA LLP
Patancheru,APHYD0063282000,40204,80102,PEERLESS HOTELS LIMITED
Patancheru,APHYD2354276000,40204,80102,APPVIRALITY TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1724916000,40204,80102,IBUILD INNOVATIONS INDIA LIMITED
Patancheru,APHYD2909545000,40204,80102,VELLUNTA PRIVATE LIMITED
Patancheru,APHYD2700317000,40204,80102,FLEETRONIX SYSTEMS PRIVATE LIMITED
Patancheru,APHYD1763982000,40204,80102,BE SECURE FACILITY MANAGEMENT SERVICES
Patancheru,APHYD2348941000,40204,80102,BLUMETRA SOLUTIONS INDIA PRIVATE LIMITED
Patancheru,APHYD0061713000,40204,80102,XENOSOFT TECHNOLOGIES (INDIA) PVT LTD
Patancheru,APHYD1546415000,40204,80102,BYTERIDGE SOFTWARE PRIVATE LIMITED
Patancheru,APHYD2095769000,40204,80102,IMAGING ENDPOINTS PRIVATE LIMITED
Patancheru,APHYD1330197000,40204,80102,NAT IT SERVICES PRIVATE LIMITED
Patancheru,APHYD1015102000,40204,80102,EUROSCHOOL FOUNDATION
Patancheru,APHYD2709085000,40204,80102,METALABS SERVICES LLP
Patancheru,APHYD1623102000,40204,80102,RBJ TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD0053408000,40204,80102,AUTOMOTIVE DESIGN ENGG. - SOLUTIONS PVT.LTD
Patancheru,APHYD2797513000,40204,80102,CANDEUR DEVELOPERS & BUILDERS
Patancheru,APHYD2507403000,40204,80102,V S  SERVICES FACILITY SOLUTIONS
Patancheru,APHYD1587049000,40204,80102,PIERSOFT TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD0081950000,40204,80102,GREEN GOLD LICENSING AND MERCHANDISING(I) PVT LTD
Patancheru,APHYD2589125000,40204,80102,VERISYS GLOBAL PRIVATE LIMITED
Patancheru,APHYD0072997000,40204,80102,LANARSY INFRA LTD
Patancheru,APHYD1310826000,40204,80102,PASUPULA RAJA REDDY
Patancheru,APHYD2259971000,40204,80102,REWA MSW ENERGY SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD1761758000,40204,80102,ANTS GLOBAL SYSTEMS PRIVATE LIMITED
Patancheru,APHYD2715235000,40204,80102,TILLI SOFTWARE INDIA PRIVATE LIMITED
Patancheru,APHYD1627155000,40204,80102,SMART AUTO SYSTEMS PRIVATE LIMITED
Patancheru,APHYD2653633000,40204,80102,CRICCLUBS INDIA PRIVATE LIMITED
Patancheru,APHYD2267752000,40204,80102,KENYT TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD2576639000,40204,80102,NEXIVO CONSULTING PRIVATE LIMITED
Patancheru,APHYD1704354000,40204,80102,ROTEK RAVALAKOL INFRA
Patancheru,APHYD2078555000,40204,80102,SAMPATH VENKATESWARA COMMUNICATIONS PRIVATE LIMITED
Patancheru,APHYD1527455000,40204,80102,SAHASYA GLOBAL SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD1973876000,40204,80102,TARGETORATE CONSULTING LLP
Patancheru,APHYD1564740000,40204,80102,MYTRAH VAYU (TUNGABHADRA) PRIVATE LIMITED
Patancheru,APHYD2866083000,40204,80102,LSA RECRUIT PRIVATE LIMITED
Patancheru,APHYD2729343000,40204,80102,ACORN GOURMET PRIVATE LIMITED
Patancheru,APHYD0073593000,40204,80102,JAYABHERI ENTERTAINMENTS PVT LTD
Patancheru,APHYD2115355000,40204,80102,ENGAGEBAY INDIA PRIVATE LIMITED
Patancheru,APHYD2458536000,40204,80102,DESIGN LATTICE PRIVATE LIMITED
Patancheru,APHYD2318451000,40204,80102,STRATMED SERVICES PRIVATE LIMITED
Patancheru,APHYD1711896000,40204,80102,DREAMVU INDIA PRIVATE LIMITED
Patancheru,APHYD2512004000,40204,80102,VIVERA OPTICS
Patancheru,APHYD3272521000,40204,80102,RAJAPUSHPA INFRA PRIVATE LIMITED
Patancheru,APHYD2194805000,40204,80102,VISAMINT INDIA PRIVATE LIMITED
Patancheru,APHYD2933054000,40204,80102,ARCHON BUILDTECH PRIVATE LIMITED
Patancheru,APHYD1564761000,40204,80102,BINDU VAYU URJA PRIVATE LIMITED
Patancheru,APHYD2121456000,40204,80102,CREDFOX TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD0073999000,40204,80102,SRI SAI KRISHNA GAS AGENCY HP GASS DEALER
Patancheru,APHYD1418530000,40204,80102,NANOCARE HEALTH SERVICES PRIVATE LIMITED
Patancheru,APHYD2522188000,40204,80102,ANVATION CONSULTANCY SERVICES PRIVATE LIMITED
Patancheru,APHYD2658123000,40204,80102,OHMASCON PRIVATE LIMITED
Patancheru,APHYD1481004000,40204,80102,REPORTGARDEN TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1988466000,40204,80102,PRECA-SIPPL(JV)
Patancheru,APHYD1037096000,40204,80102,JBR INTERIO TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1729213000,40204,80102,AEG GREEN POWER INDIA PRIVATE LIMITED
Patancheru,APHYD2379808000,40204,80102,SURYA CATERERS
Patancheru,APHYD2582533000,40204,80102,CASA LIGHTS AND HOME APPLIANCES PRIVATE LIMITED
Patancheru,APHYD3258622000,40204,80102,SARK PROJECTS HOUSING LLP
Patancheru,APHYD1536326000,40204,80102,RULETRONICS SYSTEMS PRIVATE LIMITED
Patancheru,APHYD2143951000,40204,80102,BONDEVALUE SOFTWARE LABS PRIVATE LIMITED
Patancheru,APHYD2634046000,40204,80102,MEENAKSHI LUCKNOW CHIKAN WORKS
Patancheru,APHYD2909462000,40204,80102,NOPAL SUPPORT SERVICES PRIVATE LIMITED
Patancheru,APHYD1557551000,40204,80102,VGYAN IT SERVICES PRIVATE LIMITED
Patancheru,APHYD1986008000,40204,80102,MAARK CIVIL ENGINEERING SERVICES PRIVATE LIMITED
Patancheru,APHYD2180209000,40204,80102,MINDSHIRE CONSULTING
Patancheru,APHYD2483101000,40204,80102,RISPOSTA SOFTWARE INDIA PRIVATE LIMITED
Patancheru,APHYD2607571000,40204,80102,TOFICO INSURANCE BROKING PRIVATE LIMITED
Patancheru,APHYD1464874000,40204,80102,ICTS WORKSTATIONS INDIA PRIVATE LIMITED
Patancheru,APHYD1401969000,40204,80102,CCUBE FINTECH GLOBAL SERVICES PRIVATE LIMITED
Patancheru,APHYD1681591000,40204,80102,HYSOC TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1965431000,40204,80102,TECHDIMENSION IT SOLUTIONS LLP
Patancheru,APHYD2373670000,40204,80102,GARUDALYTICS PRIVATE LIMITED
Patancheru,APHYD2467294000,40204,80102,LANDBASE CONSULTING INDIA PRIVATE LIMITED
Patancheru,APHYD3147931000,40204,80102,DIGISAFE INSURANCE BROKING PRIVATE LIMITED
Patancheru,APHYD0056599000,40204,80102,SRINIVASA ELECTRICAL WORKS
Patancheru,APHYD1564653000,40204,80102,MYTRAH  AGRIYA POWER PRIVATE LIMITED
Patancheru,APHYD1660944000,40204,80102,CANTER CADD (INDIA) PRIVATE LIMITED
Patancheru,APHYD2080248000,40204,80102,SS33 BUSINESS SERVICES PRIVATE LIMITED
Patancheru,APHYD2368113000,40204,80102,GARUDA GUARDING SERVICES
Patancheru,APHYD2910925000,40204,80102,TEKIQ SOFTWARE SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD0081165000,40204,80102,LOGICMATTER (INDIA) PRIVATE LIMITED
Patancheru,APHYD1579182000,40204,80102,TRAKITNOW TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD1753875000,40204,80102,SISRB TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD2200053000,40204,80102,GO-TO-MARKET BUDDY SOFTWARE PRIVATE LIMITED
Patancheru,APHYD2411055000,40204,80102,DATACIPHER EDUCATION SERVICES PRIVATE LIMITED
Patancheru,APHYD2727081000,40204,80102,BE SEO TECHNOLOGIES INDIA PRIVATE LIMITED
Patancheru,APHYD2964584000,40204,80102,EONCOLLECTIVE PRIVATE LIMITED
Patancheru,APHYD0064110000,40204,80102,I CATCH COMMUNICATIONS INDIA LIMITED
Patancheru,APHYD0073748000,40204,80102,PRIYANKA HOSPITALITY SERVICES(SHIVANI THE RESTAURENT)
Patancheru,APHYD1553459000,40204,80102,APPIT VENTURES INDIA PRIVATE LIMITED
Patancheru,APHYD1730554000,40204,80102,AARTI ASSOCIATES
Patancheru,APHYD2135641000,40204,80102,MYTRAH VAYU (SOM) PRIVATE LIMITED
Patancheru,APHYD2447892000,40204,80102,SUPERNAL INFOTECH PRIVATE LIMITED
Patancheru,APHYD2854969000,40204,80102,MR BROTHERS
Patancheru,APHYD3122319000,40204,80102,DIGYCUE IT SERVICES INDIA PRIVATE LIMITED
Patancheru,APHYD0053003000,40204,80102,P H HOSPITALITY SERVICES PVT LTD(OLIVE GARDEN RESTAURANT)
Patancheru,APHYD1348354000,40204,80102,CES TECHNOLOGY SERVICES PRIVATE LIMITED
Patancheru,APHYD1499576000,40204,80102,VITREOS HEALTH (INDIA) PRIVATE LIMITED
Patancheru,APHYD1540709000,40204,80102,TALIS VALVES INDIA PRIVATE LIMITED
Patancheru,APHYD1822228000,40204,80102,TECZE V ENGINEERING
Patancheru,APHYD1975477000,40204,80102,INFINITE BLUE INDIA PRIVATE LIMITED
Patancheru,APHYD2190178000,40204,80102,MAHITHA FACILITIES MANAGEMENT
Patancheru,APHYD2263862000,40204,80102,SANDHYA FUEL STATION
Patancheru,APHYD2548664000,40204,80102,SPECKLE INTERNET SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD2651096000,40204,80102,ARJUNA INTERIORS
Patancheru,APHYD2792418000,40204,80102,TEKNOMITE PRIVATE LIMITED
Patancheru,APHYD2875737000,40204,80102,ULTRAMER TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3010243000,40204,80102,MARUT DRONE ACADEMY PRIVATE LIMITED
Patancheru,APHYD3101660000,40204,80102,KSHETRA PROJECTS
Patancheru,APHYD3369925000,40204,80102,LUCKY FACILITY SERVICES
Patancheru,APHYD0056769000,40204,80102,GENPACT INFRASTRUCTURE PVT LTD
Patancheru,APHYD0082480000,40204,80102,RAKSHA SECURITY SERVICES
Patancheru,APHYD1354524000,40204,80102,VACHI INFRA PRIVATE LIMITED
Patancheru,APHYD1555654000,40204,80102,M D S CONSTRUCTIONS
Patancheru,APHYD1569610000,40204,80102,PATIENT FOCUS PRIVATE LIMITED
Patancheru,APHYD2003651000,40204,80102,SAGDHI HOSPITALITY PRIVATE LIMITED
Patancheru,APHYD2078542000,40204,80102,CIORA SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD2355579000,40204,80102,LEENAR LIFE SCIENCES PRIVATE LIMITED
Patancheru,APHYD2440685000,40204,80102,DDIS TECHNOLOGIES LIMITED
Patancheru,APHYD2585626000,40204,80102,PAVAMAN AGRI VENTURES PRIVATE LIMITED
Patancheru,APHYD2600820000,40204,80102,MAWGIF INDIA PRIVATE LIMITED
Patancheru,APHYD2743104000,40204,80102,A AND A SPACES LLP
Patancheru,APHYD2812125000,40204,80102,PLUTO LUXURY LIFESTYLE PRIVATE LIMITED
Patancheru,APHYD3016014000,40204,80102,FELIX HEALTH AI PRIVATE LIMITED
Patancheru,APHYD3064688000,40204,80102,AMIR MOHAMAD
Patancheru,APHYD3236743000,40204,80102,ANTERA HOSPITALITY
Patancheru,APHYD3272342000,40204,80102,JIVA BUSINESS VENTURES PRIVATE LIMITED
Patancheru,APHYD3401258000,40204,80102,APOLLO MEDICALS PRIVATE LIMITED
Patancheru,APHYD3418410000,40204,80102,KARUMURU MAMRE INFRA PRIVATE LIMITED
Patancheru,APHYD3426944000,40204,80102,DR RAMESH VET FOUNDATION
Patancheru,APHYD3436389000,40204,80102,HEARTCUP CAFE AND RESTAURANTS
Patancheru,APHYD3445099000,40204,80102,PALBAN CONSULTANTS PRIVATE LIMITED
Patancheru,APHYD3450944000,40204,80102,NAIPUNYA AI LABS PRIVATE LIMITED
Patancheru,APHYD3454338000,40204,80102,Tadem Reliable Services LLP
Patancheru,APHYD3464491000,40204,80102,HYVERO TECHNOLOGIES PRIVATE LIMITED
Patancheru,APHYD3474706000,40204,80102,GAR - FACILITY MANAGEMENT LLP
Patancheru,APHYD3479414000,40204,80102,DEVI POWER TECH SOLUTIONS
Patancheru,APHYD3485738000,40204,80102,TASVIK INFRA PRIVATE LIMITED
Patancheru,APHYD3492104000,40204,80102,LORVENS IMPEX PRIVATE LIMITED
Patancheru,APHYD3499649000,40204,80102,ASNSOFT SOL PRIVATE LIMITED
Patancheru,APHYD3504911000,40204,80102,PRO LIGHTHOUSE PROPERTIES (OPC) PRIVATE LIMITED
Patancheru,APHYD3510109000,40204,80102,TERALITH AI SOFTWARE SERVICES PRIVATE LIMITED
Patancheru,APHYD3513742000,40204,80102,SILVER TRAIN PRIVATE LIMITED
Patancheru,APHYD3517038000,40204,80102,GALAXPLAY PRIVATE LIMITED
Patancheru,APHYD3522258000,40204,80102,MCSQUARE ENERGY SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD3527858000,40204,80102,NANDESHWARA CONSTRUCTION AND EXPLORATION
Patancheru,APHYD3535370000,40204,80102,GLIMS BROADCASTING PRIVATE LIMITED
Patancheru,APHYD3540832000,40204,80102,ATMOS HOMES PRIVATE LIMITED
Patancheru,APHYD0038208000,40204,80102,"AMBIENCE RESORTS -MOTELS (P) LTD.,"
Patancheru,APHYD0056025000,40204,80102,HOTROTTIS
Patancheru,APHYD0061128000,40204,80102,"M SRINIVAS,CONTRCTOR"
Patancheru,APHYD0061138000,40204,80102,"HANNAN ALI,CONTRACTOR"
Patancheru,APHYD0061148000,40204,80102,"K ALLOGI,CONTRCTOR"
Patancheru,APHYD0061343000,40204,80102,KWIZEEN HOSPITALITY SERVICES
Patancheru,APHYD0063621000,40204,80102,UBS(INDIA)PRIVATE LIMITED
Patancheru,APHYD0072173000,40204,80102,"TEN X LABS TECHNOLOGIES (PVT) LTD.,"
Patancheru,APHYD0081405000,40204,80102,VEDDIS SOLARS PRIVATE LIMITED
Patancheru,APHYD0082486000,40204,80102,BSR HOSPITALITY SERVICE
Patancheru,APHYD1283851000,40204,80102,GEORGE ANTHONY
Patancheru,APHYD1417756000,40204,80102,MARKETPLACE IT SOLUTIONS PRIVATE LIMITED
Patancheru,APHYD1463142000,40204,80102,DOYEN BUSINESS SOLUTIONS LIMITED
Patancheru,APHYD1503226000,40204,80102,MOHD RIZWAN ANSARI
Patancheru,APHYD1555513000,40204,80102,PHOENIX SPACES (GUNTUR) PRIVATE LIMITED
Patancheru,APHYD1575903000,40204,80102,DULAL PRAMANAIK
Patancheru,APHYD1591972000,40204,80102,SHAH GHOUSE HOTEL AND RESTAURENT
Patancheru,APHYD1647920000,40204,80102,ARNAV BAR RESTAURANT
Patancheru,APHYD1726296000,40204,80102,MAKUTA DEVELOPERS AND INFRASTRUCTURES PRIVATE LIMITED
Patancheru,APHYD1789931000,40204,80102,PLANTINFOTECH SOFTWARE PRIVATE LIMITED
Patancheru,APHYD1946897000,40204,80102,SRIDITHI OUTSOURCING SERVICES
Patancheru,APHYD1996804000,40204,80102,VIJ ENTERPRISES
Patancheru,APHYD2068837000,40204,80102,MPOWER CONSTRUCTIONS
Patancheru,APHYD2101592000,40204,80102,LIVAHEAD PRIVATE LIMITED
Patancheru,APHYD2114006000,40204,80102,PINDEXX ENTERPRISES PRIVATE LIMITED
Patancheru,APHYD2127516000,40204,80102,UBICA LIFESCIENCES PRIVATE LIMITED
Patancheru,APHYD2136239000,40204,80102,ISIO PRIVATE LIMITED
Patancheru,APHYD2164251000,40204,80102,LAASYA SRI INFRA HEIGHTS (OPC) PRIVATE LIMITED
Patancheru,APHYD2186036000,40204,80102,FIREZEAL TECH PRIVATE LIMITED
Patancheru,APHYD2192671000,40204,80102,CYBERWALLNET PRIVATE LIMITED
Patancheru,APHYD2203844000,40204,80102,HARENZO CHEM PRIVATE LIMITED
Patancheru,APHYD2226909000,40204,80102,PATRO DIGITECH INDIA PRIVATE LIMITED
